linenumber,name,address_one,address_two,city,state,zip,amount,date,year
SB21,Ralph Lauren Center For Cancer Care,1919 Madison Avenue,,New York,NY,10035,250,4/2/08,2008
SB21,Relay for Life,P.O. Box 22718,,Oklahoma City,OK,73123,1500,7/7/08,2008
SB21,Rev. John J Sass Memorial Foundation,PO Box 1095,,New York,NY,10039,500,6/3/08,2008
SB21,Rice High School,74 W 124th St,,New York,NY,100275635,500,8/12/08,2008
SB21,RPC/CEF 36th Annual Conference,P.O. Box 803486,,Chicago,IL,60680,500,7/2/07,2007
SB21,Saint Cecilia's Parish,125 East 105th Street,,New York,NY,10029,400,7/11/11,2011
SB21,Saint Cecilia's Parish,125 East 105th Street,,New York,NY,10029,100,3/22/12,2012
SB21,Salvation and Deliverance Church,37 W 116th St,,New York,NY,100262508,200,6/1/05,2005
SB21,Salvation and Deliverance Church,37 W 116th St,,New York,NY,100262508,200,6/15/05,2005
SB21,Schomburg Center for Research in Black Culture,Public Library,515 Malcolm X Blvd.,New York,NY,10037,500,9/14/05,2005
SB21,Southern Christian Leadership Conference,943 Peachtree Street,Suite 1317,Atlanta,GA,30309,2500,8/10/07,2007
SB21,Spirit of Hope,180 West 135th Street,,New York,NY,10030,1700,7/11/06,2006
SB21,"Sports Foundation, Inc.",871 Westchester Avenue,,Bronx,NY,10459,1000,7/10/09,2009
SB21,St. Aloysius Education Clinic,219 West 132nd Street,,New York,NY,10027,500,10/6/08,2008
SB21,St. Benedict's Day Nursery,Franciscan Handmaids of Mary,15 West 124th Street,New York,NY,10027,500,9/19/08,2008
SB21,St. Benedict's Day Nursery,Franciscan Handmaids of Mary,15 West 124th Street,New York,NY,10027,500,4/1/09,2009
SB21,St. John University,8000 Utopia Pkwy,,Jamaica,NY,114390001,500,6/1/05,2005
SB21,St. John's Baptist Church,Attn: Paster John Scott,448 W. 152nd Street,New York,NY,100311814,1000,11/28/06,2006
SB21,ST. John's University School of Law,8000 Utopia Pkwy,,Jamaica,NY,114390001,1000,5/28/08,2008
SB21,ST. John's University School of Law,8000 Utopia Pkwy,,Jamaica,NY,114390001,150,8/22/08,2008
SB21,St. Luke A.M.E. Church,1872 Amsterdam Ave,,New York,NY,100311700,500,6/1/05,2005
SB21,St. Matthews Baptist Church,45 McCombs Place,,New York,NY,10039,300,8/3/09,2009
SB21,St. Matthews Baptist Church,45 McCombs Place,,New York,NY,10039,150,6/14/10,2010
SB21,St. Philips Church,Attn: Margaret Jackson,204 West 134th Street,New York,NY,10030,1000,4/13/05,2005
SB21,Stonewall Veterans' Association,70-A Greenwich Avenue Suite 120,,New York,NY,10011,1000,10/4/07,2007
SB21,Stonewall Veterans' Association,70-A Greenwich Avenue Suite 120,,New York,NY,10011,1000,9/23/08,2008
SB21,Stonewall Veterans' Association,70-A Greenwich Avenue Suite 120,,New York,NY,10011,500,10/23/09,2009
SB21,Supreme Council Benevolent Foundation,c/o Solomon Wallace Scottish Rite,1530 Fitzwater Street,Philadelphia,PA,191462123,100,1/9/08,2008
SB21,Sylvia & Herbert Woods Scholarship Foundation,Committee of Angels,310 E. 49th Street,New York,NY,10031,1000,9/22/09,2009
SB21,Sylvia & Herbert Woods Scholarship Foundation,328 Malcolm X Blvd,,New York,NY,10027,500,9/14/05,2005
SB21,Sylvia & Herbert Woods Scholarship Foundation,328 Malcolm X Blvd,,New York,NY,10027,200,3/2/06,2006
SB21,Tear Drops of Elegance,2604 Frederick Douglass Blvd.,,New York,NY,10030,250,10/22/09,2009
SB21,Teatro Moderno Puertorriqueno Inc.,181 East 111th Street,,New York,NY,10029,500,7/28/10,2010
SB21,Tenant Organization Inc.,65 East 112 Street,Apt. 3A,New York,NY,10029,500,5/3/07,2007
SB21,"The Allah Youth Center In Mecca, Inc.",2122 Adam Clayton Powell Jr.,,New York,NY,10027,500,9/8/08,2008
SB21,The American Friends of Yitzhak Rabin Ctr.,Yitzhak Rabin Center,866 Second Avenue,New York,NY,10017,1000,12/19/08,2008
SB21,The Bella Abzug Leadership Institute,695 Park Avenue,#1233E,New York,NY,10021,500,3/24/09,2009
SB21,The Boys and Girls Club of Harlem,425 West 144th Street,,New York,NY,10031,4300,2/19/09,2009
SB21,"The Bridge, Inc.",248 West 108th Street,,New York,NY,10025,500,5/21/08,2008
SB21,"The Bridge, Inc.",248 West 108th Street,,New York,NY,10025,500,4/8/09,2009
SB21,The Bronx Museum of the Arts,1040 Grand Concourse,,Bronx,NY,10456,500,10/1/09,2009
SB21,The Brotherhood/Sister Sol,512 West 143rd Street,,New York,NY,10031,500,5/11/07,2007
SB21,THE CENTER,208 W 13th St,,New York,NY,100117702,1000,11/28/06,2006
SB21,The Doe Fund,232 East 84th Street,,New York,NY,10028,500,10/9/08,2008
SB21,The Doll League,170 Brayton St,Attn:  Barbara Marsan,Englewood,NJ,76313101,1000,4/28/08,2008
SB21,The Doll League,170 Brayton Street,,Englewood,NJ,7631,600,11/4/10,2010
SB21,The Foundation House,c/o Susan Bell Special Events,11 Riverside Drive S,New York,NY,10023,350,4/2/08,2008
SB21,The Frederick Douglass Academy,2581 Adam clayton Powell Jr. Bvld.,,New York,NY,10039,1000,2/22/08,2008
SB21,The Global Syndicate The Haitian Project,580 Broadway,Suite 403,New York,NY,10012,500,10/1/09,2009
SB21,The Harlem Cultural Archives,"2300 Fifth Avenue, Suite 2E",,New York,NY,10037,750,8/3/09,2009
SB21,The Harlem School of the Arts,645 St. Nicholas Avenue,,New York,NY,10030,1000,1/9/08,2008
SB21,The Links Foundation,1752 Van Cortlandt Terrace,,Teaneck,NJ,7666,500,5/1/09,2009
SB21,The Lorraine Monroe Leadership Institute,"361 W. 125th Street, Suite 2000",,New York,NY,10027,1000,9/22/09,2009
SB21,The NAACP New York State Conference,39 Broadway 22nd Floor,,New York,NY,10006,1000,1/15/09,2009
SB21,The Paul Robeson Foundation,1560 Broadway,Suite 1600,New York,NY,10036,1000,7/2/07,2007
SB21,The Peace Action Fund of New York State,P. O. Box 600,JAF Station,New York,NY,10116,500,4/1/09,2009
SB21,The Shabazz Center,3940 Broadway,(at 165th Street),New York,NY,10032,500,7/25/08,2008
SB21,The Support Network Inc.,PO Box 8510,,New York,NY,10022,1500,9/21/06,2006
SB21,The Support Network Inc.,PO Box 8510,,New York,NY,10022,1000,9/20/07,2007
SB21,The Support Network Inc.,PO Box 8510,,New York,NY,10022,500,12/17/08,2008
SB21,Tracey Towers Tenant Organization,"20 West Mosholu Parkway South, Apt",,Bronx,NY,10468,500,11/13/13,2013
SB21,Union Baptist Church,240 W. 145th Street,,New York,NY,10039,100,12/11/08,2008
SB21,Union Baptist Church,240 W. 145th Street,,New York,NY,10039,500,12/15/08,2008
SB21,United Negro College Fund,120 Wall Street -,,New York,NY,102690001,1000,11/28/06,2006
SB21,Veritas Therapeutic Community Inc,912 Amsterdam Avenue,,New York,NY,10025,500,9/14/05,2005
SB21,Veritas Therapeutic Community Inc,912 Amsterdam Avenue,,New York,NY,10025,1000,8/10/07,2007
SB21,"Washington Heights-Inwood Coalition, Inc.",542 W 187th St,,New York,NY,100331301,500,4/4/06,2006
SB21,"Washington Heights-Inwood Coalition, Inc.",542 W 187th St,,New York,NY,100331301,100,11/3/06,2006
SB21,West Side Campaign Against Hunger,263 W. 86th Street,,New York,NY,10024,1000,7/19/05,2005
SB21,West Side Campaign Against Hunger,263 W. 86th Street,,New York,NY,10024,1000,6/21/06,2006
SB21,Westchester Blk Women's Pol.,PO Box 213,,Elmsford,NY,105230213,250,9/27/06,2006
SB21,Westsiders for Public Participation,P.O. Box 20093,Park West Station,New York,NY,10025,5000,2/5/09,2009
SB17,WLIW CHANNEL 21,PO Box 21,,Plainview,NY,118030021,250,4/4/06,2006
SB21,WNET Channel 13,356 W 58th St,,New York,NY,100191804,350,7/18/05,2005
SB21,WNET Channel 13,356 W 58th St,,New York,NY,100191804,350,7/11/06,2006
SB21,Women At Risk,#NAME?,,New York,NY,10032,300,4/2/08,2008
SB21,Workshop in Business Opportunities,55 Exchange Place,,New York,NY,10005,250,5/16/08,2008
SB21,YM & YWHA Washington Heights and Inwood,54 Nagle Avenue,,New York,NY,10040,1000,4/11/06,2006
